210968143	13.7	3	56	36.58	22	28	21.48
211002562	12.5	3	28	51.37	23	0	55.96
211048999	12.7	3	55	11.26	23	45	24.51
211077024	14.5	4	12	52.34	24	12	18.40
211087003	11.6	3	57	19.49	24	21	33.16
211088020	12.1	4	14	33.42	24	22	29.15
211147528	11.8	3	58	35.32	25	23	18.92
211319617	12.4	8	25	51.34	10	14	49.08
211428897	13.2	8	35	25.81	12	4	33.04
211442297	13.2	8	26	12.80	12	16	54.97
211525389	11.7	8	21	40.87	13	29	51.11
211736671	12.2	8	13	31.65	16	25	10.59
211886472	11.1	9	8	31.81	18	31	42.75
211916756	15.5	8	37	27.06	18	58	36.07
211945201	10.1	9	6	17.75	19	24	8.11
211978865	14.4	8	15	35.48	19	54	53.50
211987231	11.7	9	9	31.92	20	2	53.68
212006344	12.5	8	25	54.32	20	21	34.45
212066407	12.2	8	39	21.24	21	23	26.98
212099230	10.5	8	32	17.66	22	0	21.64
212110888	11.4	8	30	18.91	22	14	9.27
212138198	12.9	8	24	5.65	22	46	59.84
212294561	13.1	13	40	35.31	-17	41	42.97
212297394	14.1	13	48	49.19	-17	36	35.66
212300977	11.7	13	35	1.95	-17	30	12.78
212303338	10.0	13	31	50.12	-17	25	50.53
212311834	14.7	13	19	54.39	-17	10	52.12
212315941	14.4	13	32	20.94	-17	3	40.29
212321305	13.9	13	38	34.08	-16	54	36.35
212349118	12.6	13	26	38.19	-16	9	14.88
212351868	10.2	13	39	59.29	-16	4	58.36
212354731	15.8	13	33	22.38	-16	0	23.85
212357477	10.2	13	28	3.99	-15	56	16.15
212394689	12.2	13	34	29.11	-15	2	10.89
212428509	12.5	13	34	30.84	-14	16	17.83
212432685	13.1	13	37	11.71	-14	10	50.12
212435047	12.4	13	28	31.37	-14	7	34.65
212440430	13.3	13	36	8.54	-14	0	33.18
212443457	13.1	13	57	38.17	-13	56	33.60
212451091	14.2	14	5	53.12	-13	46	45.80
212460519	12.4	13	34	11.17	-13	34	36.94
212470904	13.0	13	43	16.91	-13	21	25.69
212473154	 9.0	13	27	40.81	-13	18	37.05
212480208	10.9	13	41	27.24	-13	9	39.23
212496592	13.0	13	26	33.40	-12	48	23.65
212504617	13.4	13	12	51.84	-12	38	9.27
212521166	11.6	13	49	23.89	-12	17	4.17
212525174	13.7	13	43	38.58	-12	12	4.65
212530118	13.6	13	31	35.60	-12	5	42.34
212532636	14.0	13	42	54.10	-12	2	18.91
212534729	13.1	13	42	55.91	-11	59	39.30
212543933	14.0	13	46	36.56	-11	48	17.80
212554013	14.7	13	48	18.81	-11	35	20.32
212555594	12.5	13	46	19.75	-11	33	22.51
212562715	13.0	13	28	40.30	-11	23	57.59
212565386	14.7	13	30	26.55	-11	20	29.42
212570977	13.9	13	43	36.34	-11	13	24.85
212572439	12.8	13	37	45.62	-11	11	33.26
212572452	14.8	13	37	46.02	-11	11	32.00
212575828	15.5	13	40	38.33	-11	7	1.53
212577658	11.5	13	55	0.81	-11	4	47.35
212579164	13.6	13	12	17.94	-11	2	51.56
212580872	13.0	13	40	56.90	-11	0	33.47
212585579	12.6	13	39	15.78	-10	54	25.12
212586030	11.7	13	43	25.96	-10	53	48.92
212587672	12.2	13	41	46.73	-10	51	44.75
212616320	14.4	13	36	15.10	-10	13	10.56
212622766	13.3	13	59	16.72	-10	4	19.82
212628098	13.3	13	21	9.73	-9	56	57.01
212639319	12.5	13	18	18.75	-9	41	30.69
212644491	13.5	13	12	14.41	-9	34	17.48
212645891	12.6	14	1	5.53	-9	32	24.40
212648083	13.2	13	17	35.70	-9	29	20.41
212651120	10.5	13	39	21.02	-9	25	14.61
212651213	10.8	13	55	43.47	-9	25	5.92
212651234	11.1	13	55	42.76	-9	25	4.02
212658818	12.1	13	12	58.28	-9	14	27.30
212661144	13.6	13	56	56.00	-9	11	15.46
212672300	12.8	13	38	26.14	-8	55	37.74
212677089	13.8	13	33	20.83	-8	48	42.60
212679181	12.0	13	26	56.92	-8	45	46.85
212679798	14.8	13	29	56.55	-8	44	58.70
212686205	12.3	13	37	45.04	-8	35	49.43
212689874	12.3	13	19	19.56	-8	30	34.13
212691422	11.9	13	21	49.52	-8	28	18.19
212691727	12.7	13	20	28.66	-8	27	52.29
212697709	12.2	13	26	37.25	-8	19	3.22
212703473	10.7	13	24	56.77	-8	10	18.26
212705192	11.7	13	30	25.31	-8	7	48.94
212705508	14.4	13	19	22.22	-8	7	23.78
212727070	 9.4	13	25	21.43	-7	35	1.60
212730483	13.1	13	22	20.04	-7	29	47.04
212735333	12.0	13	29	34.48	-7	22	26.41
212751916	13.9	13	28	56.74	-6	55	38.95
212756297	13.0	13	50	37.41	-6	48	14.42
212757039	14.4	13	44	31.83	-6	47	3.40
212768333	11.0	13	15	22.52	-6	27	53.59
212772113	13.7	13	32	53.28	-6	21	24.67
212772313	10.5	13	29	53.78	-6	21	3.18
212773272	15.0	13	49	31.69	-6	19	26.76
212773309	11.4	13	49	32.38	-6	19	21.87
212779596	11.9	13	55	36.41	-6	8	10.12
212786391	14.3	13	29	31.32	-5	56	27.95
212797028	13.1	13	51	16.33	-5	38	4.56
212803289	11.0	13	55	5.70	-5	26	32.88
212814251	13.6	13	41	34.01	-5	5	40.06
212828909	12.2	13	29	0.39	-4	36	36.82
212839127	13.3	13	27	7.20	-4	14	53.51
212844216	13.4	13	29	12.65	-4	3	26.09
213498963	14.1	19	20	26.35	-29	12	39.64
213546283	12.0	19	17	30.45	-29	2	57.14
213563657	14.3	19	22	44.95	-28	59	27.54
213919434	11.9	18	54	14.84	-27	53	9.38
213919915	 9.3	19	32	18.86	-27	53	4.52
213920015	10.0	19	32	18.89	-27	53	3.41
214082960	10.6	19	23	37.80	-27	25	33.46
214173069	12.9	18	52	7.63	-27	10	49.96
214234110	11.6	19	13	30.52	-27	1	0.97
214629283	 9.0	18	45	23.28	-26	1	23.59
214889247	 9.7	19	36	50.90	-25	24	29.62
215171927	12.7	19	40	8.75	-24	46	58.21
215346008	11.8	18	49	48.40	-24	24	43.86
215364084	13.5	18	46	3.09	-24	22	27.03
215389654	13.2	18	54	11.91	-24	19	14.88
215854715	12.6	19	32	48.39	-23	24	54.07
215938010	12.1	19	25	36.39	-23	15	39.04
216008129	12.0	19	34	14.58	-23	7	51.73
216050437	12.3	19	34	27.85	-23	3	10.61
216111905	13.2	18	45	22.50	-22	56	24.35
216114172	12.6	19	40	36.22	-22	56	9.66
216166748	11.9	19	27	41.28	-22	50	26.43
216334329	12.9	19	12	18.40	-22	32	3.80
216405287	13.0	18	53	3.43	-22	24	25.32
216468514	12.7	18	59	56.49	-22	17	36.25
216494238	12.3	19	26	22.88	-22	14	51.58
216684660	12.3	19	25	54.31	-21	54	31.12
216892056	12.5	19	26	41.57	-21	32	20.60
217192839	12.6	19	12	6.46	-21	0	27.51
217671466	13.1	19	23	14.43	-20	9	58.84
217941732	12.3	19	21	4.86	-19	41	26.91
217977895	12.7	19	9	39.02	-19	37	36.98
218131080	12.7	19	16	48.57	-19	21	21.27
218155470	 9.8	19	1	44.70	-19	18	43.68
218304292	12.5	19	12	53.86	-19	2	40.19
218621322	12.4	19	1	52.52	-18	28	4.52
218711655	11.3	19	1	54.52	-18	17	54.11
218916923	11.5	19	16	15.97	-17	54	38.48
219388192	12.3	19	17	34.04	-16	52	17.80
